* primer sequences are manufactured specifically for use with the Ion AmpliSeq Kits and contain proprietary modifications.
384Well_PlateID,384Well_Row,384Well_Col,Amplicon_ID,Ion_AmpliSeq_Fwd_Primer*,Ion_AmpliSeq_Rev_Primer*
Pool1_02,L,18,Blank,.,.
Pool1_02,L,19,Blank,.,.
Pool1_02,L,20,Blank,.,.
Pool1_02,L,21,Blank,.,.
Pool1_02,L,22,Blank,.,.
Pool1_02,L,23,Blank,.,.
Pool1_02,L,24,Blank,.,.
Pool1_02,M,1,7171727200,.,.
Pool1_02,M,2,Blank,.,.
Pool1_02,M,3,7154131615,.,.
Pool1_02,M,4,Blank,.,.
Pool1_02,M,5,7173184215,.,.
Pool1_02,M,6,Blank,.,.
Pool1_02,M,7,7172305358,.,.
Pool1_02,M,8,Blank,.,.
Pool1_02,M,9,7173067337,.,.
Pool1_02,M,10,Blank,.,.
Pool1_02,M,11,7173178265,.,.
Pool1_02,M,12,Blank,.,.
Pool1_02,M,13,7173178243,.,.
Pool1_02,M,14,Blank,.,.
Pool1_02,M,15,7173184299,.,.
Pool1_02,M,16,Blank,.,.
Pool1_02,M,17,7173178351,.,.
Pool1_02,M,18,Blank,.,.
Pool1_02,M,19,7173184190,.,.
Pool1_02,M,20,Blank,.,.
Pool1_02,M,21,7173178410,.,.
Pool1_02,M,22,Blank,.,.
Pool1_02,M,23,7173178429,.,.
Pool1_02,M,24,Blank,.,.
Pool1_02,N,1,Blank,.,.
Pool1_02,N,2,Blank,.,.
Pool1_02,N,3,Blank,.,.
Pool1_02,N,4,Blank,.,.
Pool1_02,N,5,Blank,.,.
Pool1_02,N,6,Blank,.,.
Pool1_02,N,7,Blank,.,.
Pool1_02,N,8,Blank,.,.
Pool1_02,N,9,Blank,.,.
Pool1_02,N,10,Blank,.,.
Pool1_02,N,11,Blank,.,.
Pool1_02,N,12,Blank,.,.
Pool1_02,N,13,Blank,.,.
Pool1_02,N,14,Blank,.,.
Pool1_02,N,15,Blank,.,.
Pool1_02,N,16,Blank,.,.
Pool1_02,N,17,Blank,.,.
Pool1_02,N,18,Blank,.,.
Pool1_02,N,19,Blank,.,.
Pool1_02,N,20,Blank,.,.
Pool1_02,N,21,Blank,.,.
Pool1_02,N,22,Blank,.,.
Pool1_02,N,23,Blank,.,.
Pool1_02,N,24,Blank,.,.
Pool1_02,O,1,7173184170,.,.
Pool1_02,O,2,Blank,.,.
Pool1_02,O,3,7173184226,.,.
Pool1_02,O,4,Blank,.,.
Pool1_02,O,5,7173184179,.,.
Pool1_02,O,6,Blank,.,.
Pool1_02,O,7,7169594269,.,.
Pool1_02,O,8,Blank,.,.
Pool1_02,O,9,7173178281,.,.
Pool1_02,O,10,Blank,.,.
Pool1_02,O,11,7173178318,.,.
Pool1_02,O,12,Blank,.,.
Pool1_02,O,13,7173184187,.,.
Pool1_02,O,14,Blank,.,.
Pool1_02,O,15,7173178258,.,.
Pool1_02,O,16,Blank,.,.
Pool1_02,O,17,7173184280,.,.
Pool1_02,O,18,Blank,.,.
Pool1_02,O,19,7169649676,.,.
Pool1_02,O,20,Blank,.,.
Pool1_02,O,21,7173178376,.,.
Pool1_02,O,22,Blank,.,.
Pool1_02,O,23,7173184273,.,.
Pool1_02,O,24,Blank,.,.
Pool1_02,P,1,Blank,.,.
Pool1_02,P,2,Blank,.,.
Pool1_02,P,3,Blank,.,.
Pool1_02,P,4,Blank,.,.
Pool1_02,P,5,Blank,.,.
Pool1_02,P,6,Blank,.,.
Pool1_02,P,7,Blank,.,.
Pool1_02,P,8,Blank,.,.
Pool1_02,P,9,Blank,.,.
Pool1_02,P,10,Blank,.,.
Pool1_02,P,11,Blank,.,.
Pool1_02,P,12,Blank,.,.
Pool1_02,P,13,Blank,.,.
Pool1_02,P,14,Blank,.,.
Pool1_02,P,15,Blank,.,.
Pool1_02,P,16,Blank,.,.
Pool1_02,P,17,Blank,.,.
Pool1_02,P,18,Blank,.,.
Pool1_02,P,19,Blank,.,.
Pool1_02,P,20,Blank,.,.
Pool1_02,P,21,Blank,.,.
Pool1_02,P,22,Blank,.,.
Pool1_02,P,23,Blank,.,.
Pool1_02,P,24,Blank,.,.
